,AccountNumber,AddressLine1Individual,AddressLine1Store,AddressLine2Individual,AddressLine2Store,AddressTypeIndividual,AddressTypeStore,BillToAddressID,CarrierTrackingNumber,CityIndividual,CityStore,Class,Color,CountryRegionCode,CountryRegionNameIndividual,CountryRegionNameStore,CreditCardApprovalCode,CreditCardID,CurrencyRateID,CustomerID,DueDate,FinishedGoodsFlag,FirstName,Freight,LastName,LineTotal,ListPrice,MakeFlag,MiddleName,OnlineOrderFlag,OrderDate,OrderQty,PersonID,PostalCodeIndividual,PostalCodeStore,Product,ProductCategory,ProductCategoryID,ProductID,ProductLine,ProductModelID,ProductNumber,ProductSubCategory,ProductSubcategoryID,PurchaseOrderNumber,Region,RevisionNumber,SalesOrderDetailID,SalesOrderID,SalesOrderNumber,SalesPersonID,ShipDate,ShipMethodID,ShipToAddressID,Size,SpecialOfferID,StandardCost,StateProvinceNameIndividual,StateProvinceNameStore,Status,Store,StoreID,Style,SubTotal,TaxAmt,Territory,TerritoryID,TotalDue,UnitPrice,UnitPriceDiscount
876,10-4030-022706,8323 Rock Oak Road,NA,NA,NA,Home,NA,16231,NA,Cliffside,NA,NA,NA,DE,Canada,NA,1128246Vi53170,10306,NA,22706,6/30/2014,TRUE,Kellie,1.6743,Rubio,3.99,3.99,FALSE,NA,Yes,6/18/2014,1,1714,V8Y 1L1,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,120441,74748,SO74748,NA,6/25/2014,1,16231,NA,1,1.4923,British Columbia,NA,5,NA,NA,NA,66.97,5.3576,Germany,8,74.0019,3.99,0
877,10-4030-022706,8323 Rock Oak Road,NA,NA,NA,Home,NA,16231,NA,Cliffside,NA,NA,Yellow,DE,Canada,NA,1128246Vi53170,10306,NA,22706,6/30/2014,TRUE,Kellie,1.6743,Rubio,53.99,53.99,FALSE,NA,Yes,6/18/2014,1,1714,V8Y 1L1,NA,"Short-Sleeve Classic Jersey, XL",Clothing,3,884,S,32,SJ-0194-X,Jerseys,21,NA,Europe,8,120443,74748,SO74748,NA,6/25/2014,1,16231,XL,1,41.5723,British Columbia,NA,5,NA,NA,U,66.97,5.3576,Germany,8,74.0019,53.99,0
878,10-4030-026396,NA,NA,NA,NA,NA,NA,26339,NA,NA,NA,NA,NA,DE,NA,NA,1227980Vi599,107,NA,26396,6/30/2014,TRUE,NA,2.974,NA,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,17253,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Europe,8,120438,74747,SO74747,NA,6/25/2014,1,26339,NA,1,1.8663,NA,NA,5,NA,NA,NA,118.96,9.5168,Germany,8,131.4508,4.99,0
879,10-4030-026396,NA,NA,NA,NA,NA,NA,26339,NA,NA,NA,NA,Red,DE,NA,NA,1227980Vi599,107,NA,26396,6/30/2014,TRUE,NA,2.974,NA,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,17253,NA,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,Europe,8,120439,74747,SO74747,NA,6/25/2014,1,26339,NA,1,13.0863,NA,NA,5,NA,NA,NA,118.96,9.5168,Germany,8,131.4508,34.99,0
880,10-4030-026396,NA,NA,NA,NA,NA,NA,26339,NA,NA,NA,NA,Multi,DE,NA,NA,1227980Vi599,107,NA,26396,6/30/2014,TRUE,NA,2.974,NA,49.99,49.99,FALSE,NA,Yes,6/18/2014,1,17253,NA,NA,"Long-Sleeve Logo Jersey, L",Clothing,3,715,S,11,LJ-0192-L,Jerseys,21,NA,Europe,8,120440,74747,SO74747,NA,6/25/2014,1,26339,L,1,38.4923,NA,NA,5,NA,NA,U,118.96,9.5168,Germany,8,131.4508,49.99,0
881,10-4030-026396,NA,NA,NA,NA,NA,NA,26339,NA,NA,NA,NA,NA,DE,NA,NA,1227980Vi599,107,NA,26396,6/30/2014,TRUE,NA,2.974,NA,28.99,28.99,FALSE,NA,Yes,6/18/2014,1,17253,NA,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,Europe,8,120437,74747,SO74747,NA,6/25/2014,1,26339,NA,1,10.8423,NA,NA,5,NA,NA,NA,118.96,9.5168,Germany,8,131.4508,28.99,0
882,10-4030-028439,NA,NA,NA,NA,NA,NA,28416,NA,NA,NA,NA,Blue,GB,NA,NA,827915Vi87764,16930,NA,28439,6/30/2014,TRUE,NA,1.5118,NA,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,19325,NA,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,Europe,8,120436,74746,SO74746,NA,6/25/2014,1,28416,NA,1,13.0863,NA,NA,5,NA,NA,NA,60.47,4.8376,United Kingdom,10,66.8194,34.99,0
883,10-4030-028439,NA,NA,NA,NA,NA,NA,28416,NA,NA,NA,NA,NA,GB,NA,NA,827915Vi87764,16930,NA,28439,6/30/2014,TRUE,NA,1.5118,NA,3.99,3.99,FALSE,NA,Yes,6/18/2014,1,19325,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,120435,74746,SO74746,NA,6/25/2014,1,28416,NA,1,1.4923,NA,NA,5,NA,NA,NA,60.47,4.8376,United Kingdom,10,66.8194,3.99,0
884,10-4030-028439,NA,NA,NA,NA,NA,NA,28416,NA,NA,NA,L,NA,GB,NA,NA,827915Vi87764,16930,NA,28439,6/30/2014,TRUE,NA,1.5118,NA,21.49,21.49,FALSE,NA,Yes,6/18/2014,1,19325,NA,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Europe,8,120434,74746,SO74746,NA,6/25/2014,1,28416,NA,1,8.0373,NA,NA,5,NA,NA,NA,60.47,4.8376,United Kingdom,10,66.8194,21.49,0
885,10-4030-026844,4251 San Onofre Court,NA,NA,NA,Home,NA,17472,NA,Milsons Point,NA,NA,Multi,GB,Australia,NA,827713Vi68963,13298,NA,26844,6/30/2014,TRUE,Leah,0.3245,Guo,8.99,8.99,FALSE,NA,Yes,6/18/2014,1,8419,2061,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,Europe,8,120432,74745,SO74745,NA,6/25/2014,1,17472,NA,1,6.9223,New South Wales,NA,5,NA,NA,U,12.98,1.0384,United Kingdom,10,14.3429,8.99,0
886,10-4030-026844,4251 San Onofre Court,NA,NA,NA,Home,NA,17472,NA,Milsons Point,NA,NA,NA,GB,Australia,NA,827713Vi68963,13298,NA,26844,6/30/2014,TRUE,Leah,0.3245,Guo,3.99,3.99,FALSE,NA,Yes,6/18/2014,1,8419,2061,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,120433,74745,SO74745,NA,6/25/2014,1,17472,NA,1,1.4923,New South Wales,NA,5,NA,NA,NA,12.98,1.0384,United Kingdom,10,14.3429,3.99,0
887,10-4030-017774,NA,NA,NA,NA,NA,NA,27571,NA,NA,NA,NA,NA,DE,NA,NA,226991Vi87695,16915,NA,17774,6/30/2014,TRUE,NA,0.682,NA,2.29,2.29,FALSE,NA,Yes,6/18/2014,1,18483,NA,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Europe,8,120431,74744,SO74744,NA,6/25/2014,1,27571,NA,1,0.8565,NA,NA,5,NA,NA,NA,27.28,2.1824,Germany,8,30.1444,2.29,0
888,10-4030-017774,NA,NA,NA,NA,NA,NA,27571,NA,NA,NA,L,NA,DE,NA,NA,226991Vi87695,16915,NA,17774,6/30/2014,TRUE,NA,0.682,NA,24.99,24.99,FALSE,NA,Yes,6/18/2014,1,18483,NA,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,Europe,8,120430,74744,SO74744,NA,6/25/2014,1,27571,NA,1,9.3463,NA,NA,5,NA,NA,NA,27.28,2.1824,Germany,8,30.1444,24.99,0
889,10-4030-015111,NA,NA,NA,NA,NA,NA,26536,NA,NA,NA,NA,White,FR,NA,NA,726669Vi21235,4035,NA,15111,6/30/2014,TRUE,NA,1.9745,NA,8.99,8.99,FALSE,NA,Yes,6/18/2014,1,17450,NA,NA,"Racing Socks, M",Clothing,3,874,R,24,SO-R809-M,Socks,23,NA,Europe,8,120429,74743,SO74743,NA,6/25/2014,1,26536,M,1,3.3623,NA,NA,5,NA,NA,U,78.98,6.3184,France,7,87.2729,8.99,0
890,10-4030-015111,NA,NA,NA,NA,NA,NA,26536,NA,NA,NA,NA,Black,FR,NA,NA,726669Vi21235,4035,NA,15111,6/30/2014,TRUE,NA,1.9745,NA,69.99,69.99,FALSE,NA,Yes,6/18/2014,1,17450,NA,NA,"Women's Mountain Shorts, L",Clothing,3,869,M,37,SH-W890-L,Shorts,22,NA,Europe,8,120428,74743,SO74743,NA,6/25/2014,1,26536,L,1,26.1763,NA,NA,5,NA,NA,W,78.98,6.3184,France,7,87.2729,69.99,0
891,10-4030-014986,7910 Mary Dr.,NA,NA,NA,Home,NA,13577,NA,Langford,NA,NA,NA,GB,Canada,NA,926597Vi93030,17936,NA,14986,6/30/2014,TRUE,Miguel,1.1985,Griffin,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,4542,V9,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Europe,8,120425,74742,SO74742,NA,6/25/2014,1,13577,NA,1,1.8663,British Columbia,NA,5,NA,NA,NA,47.94,3.8352,United Kingdom,10,52.9737,4.99,0
892,10-4030-014986,7910 Mary Dr.,NA,NA,NA,Home,NA,13577,NA,Langford,NA,H,NA,GB,Canada,NA,926597Vi93030,17936,NA,14986,6/30/2014,TRUE,Miguel,1.1985,Griffin,35,35,FALSE,NA,Yes,6/18/2014,1,4542,V9,NA,HL Mountain Tire,Accessories,4,930,M,87,TI-M823,Tires and Tubes,37,NA,Europe,8,120426,74742,SO74742,NA,6/25/2014,1,13577,NA,1,13.09,British Columbia,NA,5,NA,NA,NA,47.94,3.8352,United Kingdom,10,52.9737,35,0
893,10-4030-014986,7910 Mary Dr.,NA,NA,NA,Home,NA,13577,NA,Langford,NA,NA,NA,GB,Canada,NA,926597Vi93030,17936,NA,14986,6/30/2014,TRUE,Miguel,1.1985,Griffin,7.95,7.95,FALSE,NA,Yes,6/18/2014,1,4542,V9,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,Europe,8,120427,74742,SO74742,NA,6/25/2014,1,13577,NA,1,2.9733,British Columbia,NA,5,NA,NA,NA,47.94,3.8352,United Kingdom,10,52.9737,7.95,0
894,10-4030-016285,5855 W. Cypress Road,NA,NA,NA,Home,NA,13572,NA,Bellflower,NA,NA,NA,FR,United States,NA,626418Vi54185,10518,NA,16285,6/30/2014,TRUE,Miguel,1.9235,Gonzales,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,4537,90706,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Europe,8,120423,74741,SO74741,NA,6/25/2014,1,13572,NA,1,1.8663,California,NA,5,NA,NA,NA,76.94,6.1552,France,7,85.0187,4.99,0
895,10-4030-016285,5855 W. Cypress Road,NA,NA,NA,Home,NA,13572,NA,Bellflower,NA,NA,NA,FR,United States,NA,626418Vi54185,10518,NA,16285,6/30/2014,TRUE,Miguel,1.9235,Gonzales,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,4537,90706,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Europe,8,120420,74741,SO74741,NA,6/25/2014,1,13572,NA,1,1.8663,California,NA,5,NA,NA,NA,76.94,6.1552,France,7,85.0187,4.99,0
896,10-4030-016285,5855 W. Cypress Road,NA,NA,NA,Home,NA,13572,NA,Bellflower,NA,NA,Red,FR,United States,NA,626418Vi54185,10518,NA,16285,6/30/2014,TRUE,Miguel,1.9235,Gonzales,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,4537,90706,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,Europe,8,120424,74741,SO74741,NA,6/25/2014,1,13572,NA,1,13.0863,California,NA,5,NA,NA,NA,76.94,6.1552,France,7,85.0187,34.99,0
897,10-4030-016285,5855 W. Cypress Road,NA,NA,NA,Home,NA,13572,NA,Bellflower,NA,NA,NA,FR,United States,NA,626418Vi54185,10518,NA,16285,6/30/2014,TRUE,Miguel,1.9235,Gonzales,21.98,21.98,FALSE,NA,Yes,6/18/2014,1,4537,90706,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,Europe,8,120421,74741,SO74741,NA,6/25/2014,1,13572,NA,1,8.2205,California,NA,5,NA,NA,NA,76.94,6.1552,France,7,85.0187,21.98,0
898,10-4030-016285,5855 W. Cypress Road,NA,NA,NA,Home,NA,13572,NA,Bellflower,NA,NA,NA,FR,United States,NA,626418Vi54185,10518,NA,16285,6/30/2014,TRUE,Miguel,1.9235,Gonzales,9.99,9.99,FALSE,NA,Yes,6/18/2014,1,4537,90706,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,Europe,8,120422,74741,SO74741,NA,6/25/2014,1,13572,NA,1,3.7363,California,NA,5,NA,NA,NA,76.94,6.1552,France,7,85.0187,9.99,0
899,10-4030-013469,NA,NA,NA,NA,NA,NA,24220,NA,NA,NA,NA,NA,US,NA,NA,726206Vi51441,9995,NA,13469,6/30/2014,TRUE,NA,1.7993,NA,21.98,21.98,FALSE,NA,Yes,6/18/2014,1,15150,NA,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120418,74740,SO74740,NA,6/25/2014,1,24220,NA,1,8.2205,NA,NA,5,NA,NA,NA,71.97,5.7576,Northwest,1,79.5269,21.98,0
900,10-4030-013469,NA,NA,NA,NA,NA,NA,24220,NA,NA,NA,NA,Multi,US,NA,NA,726206Vi51441,9995,NA,13469,6/30/2014,TRUE,NA,1.7993,NA,49.99,49.99,FALSE,NA,Yes,6/18/2014,1,15150,NA,NA,"Long-Sleeve Logo Jersey, M",Clothing,3,714,S,11,LJ-0192-M,Jerseys,21,NA,North America,8,120419,74740,SO74740,NA,6/25/2014,1,24220,M,1,38.4923,NA,NA,5,NA,NA,U,71.97,5.7576,Northwest,1,79.5269,49.99,0
901,10-4030-013738,NA,NA,NA,NA,NA,NA,26029,NA,NA,NA,NA,NA,US,NA,NA,426152Vi22724,4327,NA,13738,6/30/2014,TRUE,NA,0.5495,NA,21.98,21.98,FALSE,NA,Yes,6/18/2014,1,16943,NA,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120417,74739,SO74739,NA,6/25/2014,1,26029,NA,1,8.2205,NA,NA,5,NA,NA,NA,21.98,1.7584,Southwest,4,24.2879,21.98,0
902,10-4030-019000,6144 Silver Oak Pl.,NA,NA,NA,Home,NA,17808,NA,Caloundra,NA,NA,NA,CA,Australia,NA,425953Vi70081,13525,NA,19000,6/30/2014,TRUE,Ethan,0.6068,Martinez,2.29,2.29,FALSE,NA,Yes,6/18/2014,1,8755,4551,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,120416,74738,SO74738,NA,6/25/2014,1,17808,NA,1,0.8565,Queensland,NA,5,NA,NA,NA,24.27,1.9416,Canada,6,26.8184,2.29,0
903,10-4030-019000,6144 Silver Oak Pl.,NA,NA,NA,Home,NA,17808,NA,Caloundra,NA,NA,NA,CA,Australia,NA,425953Vi70081,13525,NA,19000,6/30/2014,TRUE,Ethan,0.6068,Martinez,21.98,21.98,FALSE,NA,Yes,6/18/2014,1,8755,4551,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120415,74738,SO74738,NA,6/25/2014,1,17808,NA,1,8.2205,Queensland,NA,5,NA,NA,NA,24.27,1.9416,Canada,6,26.8184,21.98,0
904,10-4030-016918,4046 Maywood Lane,NA,NA,NA,Home,NA,17591,NA,London,NA,NA,NA,US,United Kingdom,NA,825060Vi31566,6067,NA,16918,6/30/2014,TRUE,Stacey,1.6118,Liu,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,8538,EC1R 0DU,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120412,74737,SO74737,NA,6/25/2014,1,17591,NA,1,1.8663,England,NA,5,NA,NA,NA,64.47,5.1576,Northwest,1,71.2394,4.99,0
905,10-4030-016918,4046 Maywood Lane,NA,NA,NA,Home,NA,17591,NA,London,NA,NA,Blue,US,United Kingdom,NA,825060Vi31566,6067,NA,16918,6/30/2014,TRUE,Stacey,1.6118,Liu,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,8538,EC1R 0DU,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,North America,8,120413,74737,SO74737,NA,6/25/2014,1,17591,NA,1,13.0863,England,NA,5,NA,NA,NA,64.47,5.1576,Northwest,1,71.2394,34.99,0
906,10-4030-016918,4046 Maywood Lane,NA,NA,NA,Home,NA,17591,NA,London,NA,NA,Black,US,United Kingdom,NA,825060Vi31566,6067,NA,16918,6/30/2014,TRUE,Stacey,1.6118,Liu,24.49,24.49,FALSE,NA,Yes,6/18/2014,1,8538,EC1R 0DU,NA,"Half-Finger Gloves, L",Clothing,3,860,S,4,GL-H102-L,Gloves,20,NA,North America,8,120414,74737,SO74737,NA,6/25/2014,1,17591,L,1,9.1593,England,NA,5,NA,NA,U,64.47,5.1576,Northwest,1,71.2394,24.49,0
907,10-4030-011869,6524 Geriola Court,NA,NA,NA,Home,NA,19317,NA,Beverly Hills,NA,NA,NA,CA,United States,NA,524968Vi53436,10355,NA,11869,6/30/2014,TRUE,Frank,0.737,Alvarez,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,10258,90210,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120410,74736,SO74736,NA,6/25/2014,1,19317,NA,1,1.8663,California,NA,5,NA,NA,NA,29.48,2.3584,Canada,6,32.5754,4.99,0
908,10-4030-011869,6524 Geriola Court,NA,NA,NA,Home,NA,19317,NA,Beverly Hills,NA,NA,Black,CA,United States,NA,524968Vi53436,10355,NA,11869,6/30/2014,TRUE,Frank,0.737,Alvarez,24.49,24.49,FALSE,NA,Yes,6/18/2014,1,10258,90210,NA,"Half-Finger Gloves, L",Clothing,3,860,S,4,GL-H102-L,Gloves,20,NA,North America,8,120411,74736,SO74736,NA,6/25/2014,1,19317,L,1,9.1593,California,NA,5,NA,NA,U,29.48,2.3584,Canada,6,32.5754,24.49,0
909,10-4030-018419,Alderstr 8429,NA,NA,NA,Home,NA,20403,NA,Grevenbroich,NA,NA,NA,US,Germany,NA,524463Vi85066,16444,NA,18419,6/30/2014,TRUE,Shawn,0.9995,Anand,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,11336,41485,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120408,74735,SO74735,NA,6/25/2014,1,20403,NA,1,1.8663,Bayern,NA,5,NA,NA,NA,39.98,3.1984,Southwest,4,44.1779,4.99,0
910,10-4030-018419,Alderstr 8429,NA,NA,NA,Home,NA,20403,NA,Grevenbroich,NA,NA,Red,US,Germany,NA,524463Vi85066,16444,NA,18419,6/30/2014,TRUE,Shawn,0.9995,Anand,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,11336,41485,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,North America,8,120409,74735,SO74735,NA,6/25/2014,1,20403,NA,1,13.0863,Bayern,NA,5,NA,NA,NA,39.98,3.1984,Southwest,4,44.1779,34.99,0
911,10-4030-019980,5376 Catanzaro Way,NA,NA,NA,Home,NA,18992,NA,Milwaukie,NA,NA,Black,US,United States,NA,724404Vi44547,8624,NA,19980,6/30/2014,TRUE,Nicholas,2.362,Moore,24.49,24.49,FALSE,NA,Yes,6/18/2014,1,9937,97222,NA,"Half-Finger Gloves, S",Clothing,3,858,S,4,GL-H102-S,Gloves,20,NA,North America,8,120407,74734,SO74734,NA,6/25/2014,1,18992,S,1,9.1593,Oregon,NA,5,NA,NA,U,94.48,7.5584,Northwest,1,104.4004,24.49,0
912,10-4030-019980,5376 Catanzaro Way,NA,NA,NA,Home,NA,18992,NA,Milwaukie,NA,NA,Black,US,United States,NA,724404Vi44547,8624,NA,19980,6/30/2014,TRUE,Nicholas,2.362,Moore,69.99,69.99,FALSE,NA,Yes,6/18/2014,1,9937,97222,NA,"Women's Mountain Shorts, L",Clothing,3,869,M,37,SH-W890-L,Shorts,22,NA,North America,8,120406,74734,SO74734,NA,6/25/2014,1,18992,L,1,26.1763,Oregon,NA,5,NA,NA,W,94.48,7.5584,Northwest,1,104.4004,69.99,0
913,10-4030-021296,NA,NA,NA,NA,NA,NA,26457,NA,NA,NA,NA,NA,US,NA,NA,923931Vi51599,10020,NA,21296,6/30/2014,TRUE,NA,2.499,NA,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,17371,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120403,74733,SO74733,NA,6/25/2014,1,26457,NA,1,1.8663,NA,NA,5,NA,NA,NA,99.96,7.9968,Northwest,1,110.4558,4.99,0
914,10-4030-021296,NA,NA,NA,NA,NA,NA,26457,NA,NA,NA,NA,Blue,US,NA,NA,923931Vi51599,10020,NA,21296,6/30/2014,TRUE,NA,2.499,NA,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,17371,NA,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,North America,8,120404,74733,SO74733,NA,6/25/2014,1,26457,NA,1,13.0863,NA,NA,5,NA,NA,NA,99.96,7.9968,Northwest,1,110.4558,34.99,0
915,10-4030-021296,NA,NA,NA,NA,NA,NA,26457,NA,NA,NA,NA,NA,US,NA,NA,923931Vi51599,10020,NA,21296,6/30/2014,TRUE,NA,2.499,NA,9.99,9.99,FALSE,NA,Yes,6/18/2014,1,17371,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,120402,74733,SO74733,NA,6/25/2014,1,26457,NA,1,3.7363,NA,NA,5,NA,NA,NA,99.96,7.9968,Northwest,1,110.4558,9.99,0
916,10-4030-021296,NA,NA,NA,NA,NA,NA,26457,NA,NA,NA,NA,Multi,US,NA,NA,923931Vi51599,10020,NA,21296,6/30/2014,TRUE,NA,2.499,NA,49.99,49.99,FALSE,NA,Yes,6/18/2014,1,17371,NA,NA,"Long-Sleeve Logo Jersey, L",Clothing,3,715,S,11,LJ-0192-L,Jerseys,21,NA,North America,8,120405,74733,SO74733,NA,6/25/2014,1,26457,L,1,38.4923,NA,NA,5,NA,NA,U,99.96,7.9968,Northwest,1,110.4558,49.99,0
917,10-4030-023361,"55, rue Saint Denis",NA,NA,NA,Home,NA,19663,NA,Dunkerque,NA,NA,NA,US,France,NA,523034Vi45265,8768,NA,23361,6/30/2014,TRUE,Byron,0.807,Romero,2.29,2.29,FALSE,NA,Yes,6/18/2014,1,10602,59140,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,120401,74732,SO74732,NA,6/25/2014,1,19663,NA,1,0.8565,Nord,NA,5,NA,NA,NA,32.28,2.5824,Southwest,4,35.6694,2.29,0
918,10-4030-023361,"55, rue Saint Denis",NA,NA,NA,Home,NA,19663,NA,Dunkerque,NA,M,NA,US,France,NA,523034Vi45265,8768,NA,23361,6/30/2014,TRUE,Byron,0.807,Romero,29.99,29.99,FALSE,NA,Yes,6/18/2014,1,10602,59140,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,North America,8,120400,74732,SO74732,NA,6/25/2014,1,19663,NA,1,11.2163,Nord,NA,5,NA,NA,NA,32.28,2.5824,Southwest,4,35.6694,29.99,0
919,10-4030-022757,5634 Haviland Place,NA,NA,NA,Home,NA,17223,NA,Port Macquarie,NA,NA,NA,US,Australia,NA,622939Vi47997,9310,NA,22757,6/30/2014,TRUE,Terry,2.3615,Xu,4.99,4.99,FALSE,NA,Yes,6/18/2014,1,8173,2444,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,North America,8,120396,74731,SO74731,NA,6/25/2014,1,17223,NA,1,1.8663,New South Wales,NA,5,NA,NA,NA,94.46,7.5568,Southwest,4,104.3783,4.99,0
920,10-4030-022757,5634 Haviland Place,NA,NA,NA,Home,NA,17223,NA,Port Macquarie,NA,NA,Black,US,Australia,NA,622939Vi47997,9310,NA,22757,6/30/2014,TRUE,Terry,2.3615,Xu,34.99,34.99,FALSE,NA,Yes,6/18/2014,1,8173,2444,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,North America,8,120398,74731,SO74731,NA,6/25/2014,1,17223,NA,1,13.0863,New South Wales,NA,5,NA,NA,NA,94.46,7.5568,Southwest,4,104.3783,34.99,0
921,10-4030-022757,5634 Haviland Place,NA,NA,NA,Home,NA,17223,NA,Port Macquarie,NA,NA,Black,US,Australia,NA,622939Vi47997,9310,NA,22757,6/30/2014,TRUE,Terry,2.3615,Xu,24.49,24.49,FALSE,NA,Yes,6/18/2014,1,8173,2444,NA,"Half-Finger Gloves, M",Clothing,3,859,S,4,GL-H102-M,Gloves,20,NA,North America,8,120399,74731,SO74731,NA,6/25/2014,1,17223,M,1,9.1593,New South Wales,NA,5,NA,NA,U,94.46,7.5568,Southwest,4,104.3783,24.49,0
922,10-4030-022757,5634 Haviland Place,NA,NA,NA,Home,NA,17223,NA,Port Macquarie,NA,M,NA,US,Australia,NA,622939Vi47997,9310,NA,22757,6/30/2014,TRUE,Terry,2.3615,Xu,29.99,29.99,FALSE,NA,Yes,6/18/2014,1,8173,2444,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,North America,8,120397,74731,SO74731,NA,6/25/2014,1,17223,NA,1,11.2163,New South Wales,NA,5,NA,NA,NA,94.46,7.5568,Southwest,4,104.3783,29.99,0
923,10-4030-026236,6011 Driftwood Dr.,NA,NA,NA,Home,NA,18324,NA,Grossmont,NA,NA,Red,US,United States,NA,222511Vi24456,4661,NA,26236,6/30/2014,TRUE,John,1.4995,Davis,34.99,34.99,FALSE,FALSE,Yes,6/18/2014,1,9271,91941,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,North America,8,120395,74730,SO74730,NA,6/25/2014,1,18324,NA,1,13.0863,California,NA,5,NA,NA,NA,59.98,4.7984,Northwest,1,66.2779,34.99,0
924,10-4030-026236,6011 Driftwood Dr.,NA,NA,NA,Home,NA,18324,NA,Grossmont,NA,L,NA,US,United States,NA,222511Vi24456,4661,NA,26236,6/30/2014,TRUE,John,1.4995,Davis,24.99,24.99,FALSE,FALSE,Yes,6/18/2014,1,9271,91941,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,North America,8,120394,74730,SO74730,NA,6/25/2014,1,18324,NA,1,9.3463,California,NA,5,NA,NA,NA,59.98,4.7984,Northwest,1,66.2779,24.99,0
